query,intent
브로콜리 냉장고 안에 몇개나 있습니까?.,16
브로콜리 냉장고 안에 몇개나 있습니까요?.,16
브로콜리 냉장고 안에 남아있어?.,16
브로콜리 냉장고 안에 남아있냐?.,16
브로콜리 냉장고 안에 남아있나?.,16
브로콜리 냉장고 안에 남아있어요?.,16
브로콜리 냉장고 안에 남아있나요?.,16
브로콜리 냉장고 안에 남아있습니까?.,16
브로콜리 냉장고 안에 남아있습니까요?.,16
브로콜리 냉장고 안에  몇개 남아?.,16
브로콜리 냉장고 안에 몇개 남아있어?.,16
브로콜리 냉장고 안에 몇개 남아있냐?.,16
브로콜리 냉장고 안에 몇개 남아있나?.,16
브로콜리 냉장고 안에 몇개 남아있어요?.,16
브로콜리 냉장고 안에 몇개 남아있나요?.,16
브로콜리 냉장고 안에 몇개 남아있습니까?.,16
브로콜리 냉장고 안에 몇개 남아있습니까요?.,16
브로콜리 냉장고 안에 몇개나 남아있어?.,16
브로콜리 냉장고 안에 몇개나 남아있냐?.,16
브로콜리 냉장고 안에 몇개나 남아있어요?.,16
브로콜리 냉장고 안에 몇개나 남아있나요?.,16
브로콜리 냉장고 안에 몇개나 남아있습니까?.,16
브로콜리 냉장고 안에 몇개나 남아있습니까요?.,16
지금 브로콜리 냉장고 안에 있어?.,16
지금 브로콜리 냉장고 안에 있냐?.,16
지금 브로콜리 냉장고 안에 있나?.,16
지금 브로콜리 냉장고 안에 있어요?.,16
지금 브로콜리 냉장고 안에 있나요?.,16
지금 브로콜리 냉장고 안에 있습니까?.,16
지금 브로콜리 냉장고 안에 있습니까요?.,16
지금 브로콜리 냉장고 안에  몇개?.,16
지금 브로콜리 냉장고 안에 몇개 있어?.,16
지금 브로콜리 냉장고 안에 몇개 있냐?.,16
지금 브로콜리 냉장고 안에 몇개 있나?.,16
지금 브로콜리 냉장고 안에 몇개 있어요?.,16
지금 브로콜리 냉장고 안에 몇개 있나요?.,16
지금 브로콜리 냉장고 안에 몇개 있습니까?.,16
지금 브로콜리 냉장고 안에 몇개 있습니까요?.,16
지금 브로콜리 냉장고 안에 몇개나 있어?.,16
지금 브로콜리 냉장고 안에 몇개나 있냐?.,16
지금 브로콜리 냉장고 안에 몇개나 있나?.,16
지금 브로콜리 냉장고 안에 몇개나 있어요?.,16
지금 브로콜리 냉장고 안에 몇개나 있나요?.,16
지금 브로콜리 냉장고 안에 몇개나 있습니까?.,16
지금 브로콜리 냉장고 안에 몇개나 있습니까요?.,16
지금 브로콜리 냉장고 안에 남아있어?.,16
지금 브로콜리 냉장고 안에 남아있냐?.,16
지금 브로콜리 냉장고 안에 남아있나?.,16
지금 브로콜리 냉장고 안에 남아있어요?.,16
지금 브로콜리 냉장고 안에 남아있나요?.,16
지금 브로콜리 냉장고 안에 남아있습니까?.,16
지금 브로콜리 냉장고 안에 남아있습니까요?.,16
지금 브로콜리 냉장고 안에  몇개 남아?.,16
지금 브로콜리 냉장고 안에 몇개 남아있어?.,16
지금 브로콜리 냉장고 안에 몇개 남아있냐?.,16
지금 브로콜리 냉장고 안에 몇개 남아있나?.,16
지금 브로콜리 냉장고 안에 몇개 남아있어요?.,16
지금 브로콜리 냉장고 안에 몇개 남아있나요?.,16
지금 브로콜리 냉장고 안에 몇개 남아있습니까?.,16
지금 브로콜리 냉장고 안에 몇개 남아있습니까요?.,16
지금 브로콜리 냉장고 안에 몇개나 남아있어?.,16
지금 브로콜리 냉장고 안에 몇개나 남아있냐?.,16
지금 브로콜리 냉장고 안에 몇개나 남아있어요?.,16
지금 브로콜리 냉장고 안에 몇개나 남아있나요?.,16
지금 브로콜리 냉장고 안에 몇개나 남아있습니까?.,16
지금 브로콜리 냉장고 안에 몇개나 남아있습니까요?.,16
현재 브로콜리 냉장고 안에 있어?.,16
현재 브로콜리 냉장고 안에 있냐?.,16
현재 브로콜리 냉장고 안에 있나?.,16
현재 브로콜리 냉장고 안에 있어요?.,16
현재 브로콜리 냉장고 안에 있나요?.,16
현재 브로콜리 냉장고 안에 있습니까?.,16
현재 브로콜리 냉장고 안에 있습니까요?.,16
현재 브로콜리 냉장고 안에  몇개?.,16
현재 브로콜리 냉장고 안에 몇개 있어?.,16
현재 브로콜리 냉장고 안에 몇개 있냐?.,16
현재 브로콜리 냉장고 안에 몇개 있나?.,16
현재 브로콜리 냉장고 안에 몇개 있어요?.,16
현재 브로콜리 냉장고 안에 몇개 있나요?.,16
현재 브로콜리 냉장고 안에 몇개 있습니까?.,16
현재 브로콜리 냉장고 안에 몇개 있습니까요?.,16
현재 브로콜리 냉장고 안에 몇개나 있어?.,16
현재 브로콜리 냉장고 안에 몇개나 있냐?.,16
현재 브로콜리 냉장고 안에 몇개나 있나?.,16
현재 브로콜리 냉장고 안에 몇개나 있어요?.,16
현재 브로콜리 냉장고 안에 몇개나 있나요?.,16
현재 브로콜리 냉장고 안에 몇개나 있습니까?.,16
현재 브로콜리 냉장고 안에 몇개나 있습니까요?.,16
현재 브로콜리 냉장고 안에 남아있어?.,16
현재 브로콜리 냉장고 안에 남아있냐?.,16
현재 브로콜리 냉장고 안에 남아있나?.,16
현재 브로콜리 냉장고 안에 남아있어요?.,16
현재 브로콜리 냉장고 안에 남아있나요?.,16
현재 브로콜리 냉장고 안에 남아있습니까?.,16
현재 브로콜리 냉장고 안에 남아있습니까요?.,16
현재 브로콜리 냉장고 안에  몇개 남아?.,16
현재 브로콜리 냉장고 안에 몇개 남아있어?.,16
현재 브로콜리 냉장고 안에 몇개 남아있냐?.,16
현재 브로콜리 냉장고 안에 몇개 남아있나?.,16
현재 브로콜리 냉장고 안에 몇개 남아있어요?.,16
현재 브로콜리 냉장고 안에 몇개 남아있나요?.,16
현재 브로콜리 냉장고 안에 몇개 남아있습니까?.,16
현재 브로콜리 냉장고 안에 몇개 남아있습니까요?.,16
현재 브로콜리 냉장고 안에 몇개나 남아있어?.,16
현재 브로콜리 냉장고 안에 몇개나 남아있냐?.,16
현재 브로콜리 냉장고 안에 몇개나 남아있어요?.,16
현재 브로콜리 냉장고 안에 몇개나 남아있나요?.,16
현재 브로콜리 냉장고 안에 몇개나 남아있습니까?.,16
현재 브로콜리 냉장고 안에 몇개나 남아있습니까요?.,16
브로콜리 냉장고 속에 있어?.,16
브로콜리 냉장고 속에 있냐?.,16
브로콜리 냉장고 속에 있나?.,16
브로콜리 냉장고 속에 있어요?.,16
브로콜리 냉장고 속에 있나요?.,16
브로콜리 냉장고 속에 있습니까?.,16
브로콜리 냉장고 속에 있습니까요?.,16
브로콜리 냉장고 속에  몇개?.,16
브로콜리 냉장고 속에 몇개 있어?.,16
브로콜리 냉장고 속에 몇개 있냐?.,16
브로콜리 냉장고 속에 몇개 있나?.,16
브로콜리 냉장고 속에 몇개 있어요?.,16
브로콜리 냉장고 속에 몇개 있나요?.,16
브로콜리 냉장고 속에 몇개 있습니까?.,16
브로콜리 냉장고 속에 몇개 있습니까요?.,16
브로콜리 냉장고 속에 몇개나 있어?.,16
브로콜리 냉장고 속에 몇개나 있냐?.,16
브로콜리 냉장고 속에 몇개나 있나?.,16
브로콜리 냉장고 속에 몇개나 있어요?.,16
브로콜리 냉장고 속에 몇개나 있나요?.,16
브로콜리 냉장고 속에 몇개나 있습니까?.,16
브로콜리 냉장고 속에 몇개나 있습니까요?.,16
브로콜리 냉장고 속에 남아있어?.,16
브로콜리 냉장고 속에 남아있냐?.,16
브로콜리 냉장고 속에 남아있나?.,16
브로콜리 냉장고 속에 남아있어요?.,16
브로콜리 냉장고 속에 남아있나요?.,16
브로콜리 냉장고 속에 남아있습니까?.,16
브로콜리 냉장고 속에 남아있습니까요?.,16
브로콜리 냉장고 속에  몇개 남아?.,16
브로콜리 냉장고 속에 몇개 남아있어?.,16
브로콜리 냉장고 속에 몇개 남아있냐?.,16
브로콜리 냉장고 속에 몇개 남아있나?.,16
브로콜리 냉장고 속에 몇개 남아있어요?.,16
브로콜리 냉장고 속에 몇개 남아있나요?.,16
브로콜리 냉장고 속에 몇개 남아있습니까?.,16
브로콜리 냉장고 속에 몇개 남아있습니까요?.,16
브로콜리 냉장고 속에 몇개나 남아있어?.,16
브로콜리 냉장고 속에 몇개나 남아있냐?.,16
브로콜리 냉장고 속에 몇개나 남아있어요?.,16
브로콜리 냉장고 속에 몇개나 남아있나요?.,16
브로콜리 냉장고 속에 몇개나 남아있습니까?.,16
브로콜리 냉장고 속에 몇개나 남아있습니까요?.,16
지금 브로콜리 냉장고 속에 있어?.,16
지금 브로콜리 냉장고 속에 있냐?.,16
지금 브로콜리 냉장고 속에 있나?.,16
지금 브로콜리 냉장고 속에 있어요?.,16
지금 브로콜리 냉장고 속에 있나요?.,16
지금 브로콜리 냉장고 속에 있습니까?.,16
지금 브로콜리 냉장고 속에 있습니까요?.,16
지금 브로콜리 냉장고 속에  몇개?.,16
지금 브로콜리 냉장고 속에 몇개 있어?.,16
지금 브로콜리 냉장고 속에 몇개 있냐?.,16
지금 브로콜리 냉장고 속에 몇개 있나?.,16
지금 브로콜리 냉장고 속에 몇개 있어요?.,16
지금 브로콜리 냉장고 속에 몇개 있나요?.,16
지금 브로콜리 냉장고 속에 몇개 있습니까?.,16
지금 브로콜리 냉장고 속에 몇개 있습니까요?.,16
지금 브로콜리 냉장고 속에 몇개나 있어?.,16
지금 브로콜리 냉장고 속에 몇개나 있냐?.,16
지금 브로콜리 냉장고 속에 몇개나 있나?.,16
지금 브로콜리 냉장고 속에 몇개나 있어요?.,16
지금 브로콜리 냉장고 속에 몇개나 있나요?.,16
지금 브로콜리 냉장고 속에 몇개나 있습니까?.,16
지금 브로콜리 냉장고 속에 몇개나 있습니까요?.,16
지금 브로콜리 냉장고 속에 남아있어?.,16
지금 브로콜리 냉장고 속에 남아있냐?.,16
지금 브로콜리 냉장고 속에 남아있나?.,16
지금 브로콜리 냉장고 속에 남아있어요?.,16
지금 브로콜리 냉장고 속에 남아있나요?.,16
지금 브로콜리 냉장고 속에 남아있습니까?.,16
지금 브로콜리 냉장고 속에 남아있습니까요?.,16
지금 브로콜리 냉장고 속에  몇개 남아?.,16
지금 브로콜리 냉장고 속에 몇개 남아있어?.,16
지금 브로콜리 냉장고 속에 몇개 남아있냐?.,16
지금 브로콜리 냉장고 속에 몇개 남아있나?.,16
지금 브로콜리 냉장고 속에 몇개 남아있어요?.,16
지금 브로콜리 냉장고 속에 몇개 남아있나요?.,16
지금 브로콜리 냉장고 속에 몇개 남아있습니까?.,16
지금 브로콜리 냉장고 속에 몇개 남아있습니까요?.,16
지금 브로콜리 냉장고 속에 몇개나 남아있어?.,16
지금 브로콜리 냉장고 속에 몇개나 남아있냐?.,16
지금 브로콜리 냉장고 속에 몇개나 남아있어요?.,16
지금 브로콜리 냉장고 속에 몇개나 남아있나요?.,16
지금 브로콜리 냉장고 속에 몇개나 남아있습니까?.,16
지금 브로콜리 냉장고 속에 몇개나 남아있습니까요?.,16
현재 브로콜리 냉장고 속에 있어?.,16
현재 브로콜리 냉장고 속에 있냐?.,16
현재 브로콜리 냉장고 속에 있나?.,16
현재 브로콜리 냉장고 속에 있어요?.,16
현재 브로콜리 냉장고 속에 있나요?.,16
현재 브로콜리 냉장고 속에 있습니까?.,16
현재 브로콜리 냉장고 속에 있습니까요?.,16
현재 브로콜리 냉장고 속에  몇개?.,16
현재 브로콜리 냉장고 속에 몇개 있어?.,16
현재 브로콜리 냉장고 속에 몇개 있냐?.,16
현재 브로콜리 냉장고 속에 몇개 있나?.,16
현재 브로콜리 냉장고 속에 몇개 있어요?.,16
현재 브로콜리 냉장고 속에 몇개 있나요?.,16
현재 브로콜리 냉장고 속에 몇개 있습니까?.,16
현재 브로콜리 냉장고 속에 몇개 있습니까요?.,16
현재 브로콜리 냉장고 속에 몇개나 있어?.,16
현재 브로콜리 냉장고 속에 몇개나 있냐?.,16
현재 브로콜리 냉장고 속에 몇개나 있나?.,16
현재 브로콜리 냉장고 속에 몇개나 있어요?.,16
현재 브로콜리 냉장고 속에 몇개나 있나요?.,16
현재 브로콜리 냉장고 속에 몇개나 있습니까?.,16
현재 브로콜리 냉장고 속에 몇개나 있습니까요?.,16
현재 브로콜리 냉장고 속에 남아있어?.,16
현재 브로콜리 냉장고 속에 남아있냐?.,16
현재 브로콜리 냉장고 속에 남아있나?.,16
현재 브로콜리 냉장고 속에 남아있어요?.,16
현재 브로콜리 냉장고 속에 남아있나요?.,16
현재 브로콜리 냉장고 속에 남아있습니까?.,16
현재 브로콜리 냉장고 속에 남아있습니까요?.,16
현재 브로콜리 냉장고 속에  몇개 남아?.,16
현재 브로콜리 냉장고 속에 몇개 남아있어?.,16
현재 브로콜리 냉장고 속에 몇개 남아있냐?.,16
현재 브로콜리 냉장고 속에 몇개 남아있나?.,16
현재 브로콜리 냉장고 속에 몇개 남아있어요?.,16
현재 브로콜리 냉장고 속에 몇개 남아있나요?.,16
현재 브로콜리 냉장고 속에 몇개 남아있습니까?.,16
현재 브로콜리 냉장고 속에 몇개 남아있습니까요?.,16
현재 브로콜리 냉장고 속에 몇개나 남아있어?.,16
현재 브로콜리 냉장고 속에 몇개나 남아있냐?.,16
현재 브로콜리 냉장고 속에 몇개나 남아있어요?.,16
현재 브로콜리 냉장고 속에 몇개나 남아있나요?.,16
현재 브로콜리 냉장고 속에 몇개나 남아있습니까?.,16
현재 브로콜리 냉장고 속에 몇개나 남아있습니까요?.,16
깻잎 있어?.,17
깻잎 있냐?.,17
깻잎 있나?.,17
깻잎 있어요?.,17
깻잎 있나요?.,17
깻잎 있습니까?.,17
깻잎 있습니까요?.,17
깻잎  몇개?.,17
깻잎 몇개 있어?.,17
깻잎 몇개 있냐?.,17
깻잎 몇개 있나?.,17
깻잎 몇개 있어요?.,17
깻잎 몇개 있나요?.,17
깻잎 몇개 있습니까?.,17
깻잎 몇개 있습니까요?.,17
깻잎 몇개나 있어?.,17
깻잎 몇개나 있냐?.,17
깻잎 몇개나 있나?.,17
깻잎 몇개나 있어요?.,17
깻잎 몇개나 있나요?.,17
깻잎 몇개나 있습니까?.,17
깻잎 몇개나 있습니까요?.,17
깻잎 남아있어?.,17
깻잎 남아있냐?.,17
깻잎 남아있나?.,17
깻잎 남아있어요?.,17
깻잎 남아있나요?.,17
깻잎 남아있습니까?.,17
깻잎 남아있습니까요?.,17
깻잎  몇개 남아?.,17
깻잎 몇개 남아있어?.,17
깻잎 몇개 남아있냐?.,17
깻잎 몇개 남아있나?.,17
깻잎 몇개 남아있어요?.,17
깻잎 몇개 남아있나요?.,17
깻잎 몇개 남아있습니까?.,17
깻잎 몇개 남아있습니까요?.,17
깻잎 몇개나 남아있어?.,17
깻잎 몇개나 남아있냐?.,17
깻잎 몇개나 남아있어요?.,17
깻잎 몇개나 남아있나요?.,17
깻잎 몇개나 남아있습니까?.,17
깻잎 몇개나 남아있습니까요?.,17
지금 깻잎 있어?.,17
지금 깻잎 있냐?.,17
지금 깻잎 있나?.,17
지금 깻잎 있어요?.,17
지금 깻잎 있나요?.,17
지금 깻잎 있습니까?.,17
지금 깻잎 있습니까요?.,17
지금 깻잎  몇개?.,17
지금 깻잎 몇개 있어?.,17
지금 깻잎 몇개 있냐?.,17
지금 깻잎 몇개 있나?.,17
지금 깻잎 몇개 있어요?.,17
지금 깻잎 몇개 있나요?.,17
지금 깻잎 몇개 있습니까?.,17
지금 깻잎 몇개 있습니까요?.,17
지금 깻잎 몇개나 있어?.,17
지금 깻잎 몇개나 있냐?.,17
지금 깻잎 몇개나 있나?.,17
지금 깻잎 몇개나 있어요?.,17
지금 깻잎 몇개나 있나요?.,17
지금 깻잎 몇개나 있습니까?.,17
지금 깻잎 몇개나 있습니까요?.,17
지금 깻잎 남아있어?.,17
지금 깻잎 남아있냐?.,17
지금 깻잎 남아있나?.,17
지금 깻잎 남아있어요?.,17
지금 깻잎 남아있나요?.,17
지금 깻잎 남아있습니까?.,17
지금 깻잎 남아있습니까요?.,17
지금 깻잎  몇개 남아?.,17
지금 깻잎 몇개 남아있어?.,17
지금 깻잎 몇개 남아있냐?.,17
지금 깻잎 몇개 남아있나?.,17
지금 깻잎 몇개 남아있어요?.,17
지금 깻잎 몇개 남아있나요?.,17
지금 깻잎 몇개 남아있습니까?.,17
지금 깻잎 몇개 남아있습니까요?.,17
지금 깻잎 몇개나 남아있어?.,17
지금 깻잎 몇개나 남아있냐?.,17
지금 깻잎 몇개나 남아있어요?.,17
지금 깻잎 몇개나 남아있나요?.,17
지금 깻잎 몇개나 남아있습니까?.,17
지금 깻잎 몇개나 남아있습니까요?.,17
현재 깻잎 있어?.,17
현재 깻잎 있냐?.,17
현재 깻잎 있나?.,17
현재 깻잎 있어요?.,17
현재 깻잎 있나요?.,17
현재 깻잎 있습니까?.,17
현재 깻잎 있습니까요?.,17
현재 깻잎  몇개?.,17
현재 깻잎 몇개 있어?.,17
현재 깻잎 몇개 있냐?.,17
현재 깻잎 몇개 있나?.,17
현재 깻잎 몇개 있어요?.,17
현재 깻잎 몇개 있나요?.,17
현재 깻잎 몇개 있습니까?.,17
현재 깻잎 몇개 있습니까요?.,17
현재 깻잎 몇개나 있어?.,17
현재 깻잎 몇개나 있냐?.,17
현재 깻잎 몇개나 있나?.,17
현재 깻잎 몇개나 있어요?.,17
현재 깻잎 몇개나 있나요?.,17
현재 깻잎 몇개나 있습니까?.,17
현재 깻잎 몇개나 있습니까요?.,17
현재 깻잎 남아있어?.,17
현재 깻잎 남아있냐?.,17
현재 깻잎 남아있나?.,17
현재 깻잎 남아있어요?.,17
현재 깻잎 남아있나요?.,17
현재 깻잎 남아있습니까?.,17
현재 깻잎 남아있습니까요?.,17
현재 깻잎  몇개 남아?.,17
현재 깻잎 몇개 남아있어?.,17
현재 깻잎 몇개 남아있냐?.,17
현재 깻잎 몇개 남아있나?.,17
현재 깻잎 몇개 남아있어요?.,17
현재 깻잎 몇개 남아있나요?.,17
현재 깻잎 몇개 남아있습니까?.,17
현재 깻잎 몇개 남아있습니까요?.,17
현재 깻잎 몇개나 남아있어?.,17
현재 깻잎 몇개나 남아있냐?.,17
현재 깻잎 몇개나 남아있어요?.,17
현재 깻잎 몇개나 남아있나요?.,17
현재 깻잎 몇개나 남아있습니까?.,17
현재 깻잎 몇개나 남아있습니까요?.,17
냉장고에 깻잎 있어?.,17
냉장고에 깻잎 있냐?.,17
냉장고에 깻잎 있나?.,17
냉장고에 깻잎 있어요?.,17
냉장고에 깻잎 있나요?.,17
냉장고에 깻잎 있습니까?.,17
냉장고에 깻잎 있습니까요?.,17
냉장고에 깻잎  몇개?.,17
냉장고에 깻잎 몇개 있어?.,17
냉장고에 깻잎 몇개 있냐?.,17
냉장고에 깻잎 몇개 있나?.,17
냉장고에 깻잎 몇개 있어요?.,17
냉장고에 깻잎 몇개 있나요?.,17
냉장고에 깻잎 몇개 있습니까?.,17
냉장고에 깻잎 몇개 있습니까요?.,17
냉장고에 깻잎 몇개나 있어?.,17
냉장고에 깻잎 몇개나 있냐?.,17
냉장고에 깻잎 몇개나 있나?.,17
냉장고에 깻잎 몇개나 있어요?.,17
냉장고에 깻잎 몇개나 있나요?.,17
냉장고에 깻잎 몇개나 있습니까?.,17
냉장고에 깻잎 몇개나 있습니까요?.,17
냉장고에 깻잎 남아있어?.,17
냉장고에 깻잎 남아있냐?.,17
냉장고에 깻잎 남아있나?.,17
냉장고에 깻잎 남아있어요?.,17
냉장고에 깻잎 남아있나요?.,17
냉장고에 깻잎 남아있습니까?.,17
냉장고에 깻잎 남아있습니까요?.,17
냉장고에 깻잎  몇개 남아?.,17
냉장고에 깻잎 몇개 남아있어?.,17
냉장고에 깻잎 몇개 남아있냐?.,17
냉장고에 깻잎 몇개 남아있나?.,17
냉장고에 깻잎 몇개 남아있어요?.,17
냉장고에 깻잎 몇개 남아있나요?.,17
냉장고에 깻잎 몇개 남아있습니까?.,17
냉장고에 깻잎 몇개 남아있습니까요?.,17
냉장고에 깻잎 몇개나 남아있어?.,17
냉장고에 깻잎 몇개나 남아있냐?.,17
냉장고에 깻잎 몇개나 남아있어요?.,17
냉장고에 깻잎 몇개나 남아있나요?.,17
냉장고에 깻잎 몇개나 남아있습니까?.,17
냉장고에 깻잎 몇개나 남아있습니까요?.,17
지금 냉장고에 깻잎 있어?.,17
지금 냉장고에 깻잎 있냐?.,17
지금 냉장고에 깻잎 있나?.,17
지금 냉장고에 깻잎 있어요?.,17
지금 냉장고에 깻잎 있나요?.,17
지금 냉장고에 깻잎 있습니까?.,17
지금 냉장고에 깻잎 있습니까요?.,17
지금 냉장고에 깻잎  몇개?.,17
지금 냉장고에 깻잎 몇개 있어?.,17
지금 냉장고에 깻잎 몇개 있냐?.,17
지금 냉장고에 깻잎 몇개 있나?.,17
지금 냉장고에 깻잎 몇개 있어요?.,17
지금 냉장고에 깻잎 몇개 있나요?.,17
지금 냉장고에 깻잎 몇개 있습니까?.,17
지금 냉장고에 깻잎 몇개 있습니까요?.,17
지금 냉장고에 깻잎 몇개나 있어?.,17
지금 냉장고에 깻잎 몇개나 있냐?.,17
지금 냉장고에 깻잎 몇개나 있나?.,17
지금 냉장고에 깻잎 몇개나 있어요?.,17
지금 냉장고에 깻잎 몇개나 있나요?.,17
지금 냉장고에 깻잎 몇개나 있습니까?.,17
지금 냉장고에 깻잎 몇개나 있습니까요?.,17
지금 냉장고에 깻잎 남아있어?.,17
지금 냉장고에 깻잎 남아있냐?.,17
지금 냉장고에 깻잎 남아있나?.,17
지금 냉장고에 깻잎 남아있어요?.,17
지금 냉장고에 깻잎 남아있나요?.,17
지금 냉장고에 깻잎 남아있습니까?.,17
지금 냉장고에 깻잎 남아있습니까요?.,17
지금 냉장고에 깻잎  몇개 남아?.,17
지금 냉장고에 깻잎 몇개 남아있어?.,17
지금 냉장고에 깻잎 몇개 남아있냐?.,17
지금 냉장고에 깻잎 몇개 남아있나?.,17
지금 냉장고에 깻잎 몇개 남아있어요?.,17
지금 냉장고에 깻잎 몇개 남아있나요?.,17
지금 냉장고에 깻잎 몇개 남아있습니까?.,17
지금 냉장고에 깻잎 몇개 남아있습니까요?.,17
지금 냉장고에 깻잎 몇개나 남아있어?.,17
지금 냉장고에 깻잎 몇개나 남아있냐?.,17
지금 냉장고에 깻잎 몇개나 남아있어요?.,17
지금 냉장고에 깻잎 몇개나 남아있나요?.,17
지금 냉장고에 깻잎 몇개나 남아있습니까?.,17
지금 냉장고에 깻잎 몇개나 남아있습니까요?.,17
현재 냉장고에 깻잎 있어?.,17
현재 냉장고에 깻잎 있냐?.,17
현재 냉장고에 깻잎 있나?.,17
현재 냉장고에 깻잎 있어요?.,17
현재 냉장고에 깻잎 있나요?.,17
현재 냉장고에 깻잎 있습니까?.,17
현재 냉장고에 깻잎 있습니까요?.,17
현재 냉장고에 깻잎  몇개?.,17
현재 냉장고에 깻잎 몇개 있어?.,17
현재 냉장고에 깻잎 몇개 있냐?.,17
현재 냉장고에 깻잎 몇개 있나?.,17
현재 냉장고에 깻잎 몇개 있어요?.,17
현재 냉장고에 깻잎 몇개 있나요?.,17
현재 냉장고에 깻잎 몇개 있습니까?.,17
현재 냉장고에 깻잎 몇개 있습니까요?.,17
현재 냉장고에 깻잎 몇개나 있어?.,17
현재 냉장고에 깻잎 몇개나 있냐?.,17
현재 냉장고에 깻잎 몇개나 있나?.,17
현재 냉장고에 깻잎 몇개나 있어요?.,17
현재 냉장고에 깻잎 몇개나 있나요?.,17
현재 냉장고에 깻잎 몇개나 있습니까?.,17
현재 냉장고에 깻잎 몇개나 있습니까요?.,17
현재 냉장고에 깻잎 남아있어?.,17
현재 냉장고에 깻잎 남아있냐?.,17
현재 냉장고에 깻잎 남아있나?.,17
현재 냉장고에 깻잎 남아있어요?.,17
현재 냉장고에 깻잎 남아있나요?.,17
현재 냉장고에 깻잎 남아있습니까?.,17
현재 냉장고에 깻잎 남아있습니까요?.,17
현재 냉장고에 깻잎  몇개 남아?.,17
현재 냉장고에 깻잎 몇개 남아있어?.,17
현재 냉장고에 깻잎 몇개 남아있냐?.,17
현재 냉장고에 깻잎 몇개 남아있나?.,17
현재 냉장고에 깻잎 몇개 남아있어요?.,17
현재 냉장고에 깻잎 몇개 남아있나요?.,17
현재 냉장고에 깻잎 몇개 남아있습니까?.,17
현재 냉장고에 깻잎 몇개 남아있습니까요?.,17
현재 냉장고에 깻잎 몇개나 남아있어?.,17
현재 냉장고에 깻잎 몇개나 남아있냐?.,17
현재 냉장고에 깻잎 몇개나 남아있어요?.,17
현재 냉장고에 깻잎 몇개나 남아있나요?.,17
현재 냉장고에 깻잎 몇개나 남아있습니까?.,17
현재 냉장고에 깻잎 몇개나 남아있습니까요?.,17
냉장고 안에 깻잎 있어?.,17
냉장고 안에 깻잎 있냐?.,17
냉장고 안에 깻잎 있나?.,17
냉장고 안에 깻잎 있어요?.,17
냉장고 안에 깻잎 있나요?.,17
냉장고 안에 깻잎 있습니까?.,17
냉장고 안에 깻잎 있습니까요?.,17
냉장고 안에 깻잎  몇개?.,17
냉장고 안에 깻잎 몇개 있어?.,17
냉장고 안에 깻잎 몇개 있냐?.,17
냉장고 안에 깻잎 몇개 있나?.,17
냉장고 안에 깻잎 몇개 있어요?.,17
냉장고 안에 깻잎 몇개 있나요?.,17
냉장고 안에 깻잎 몇개 있습니까?.,17
냉장고 안에 깻잎 몇개 있습니까요?.,17
냉장고 안에 깻잎 몇개나 있어?.,17
냉장고 안에 깻잎 몇개나 있냐?.,17
냉장고 안에 깻잎 몇개나 있나?.,17
냉장고 안에 깻잎 몇개나 있어요?.,17
냉장고 안에 깻잎 몇개나 있나요?.,17
냉장고 안에 깻잎 몇개나 있습니까?.,17
냉장고 안에 깻잎 몇개나 있습니까요?.,17
냉장고 안에 깻잎 남아있어?.,17
냉장고 안에 깻잎 남아있냐?.,17
냉장고 안에 깻잎 남아있나?.,17
냉장고 안에 깻잎 남아있어요?.,17
냉장고 안에 깻잎 남아있나요?.,17
냉장고 안에 깻잎 남아있습니까?.,17
냉장고 안에 깻잎 남아있습니까요?.,17
냉장고 안에 깻잎  몇개 남아?.,17
냉장고 안에 깻잎 몇개 남아있어?.,17
냉장고 안에 깻잎 몇개 남아있냐?.,17
냉장고 안에 깻잎 몇개 남아있나?.,17
냉장고 안에 깻잎 몇개 남아있어요?.,17
냉장고 안에 깻잎 몇개 남아있나요?.,17
냉장고 안에 깻잎 몇개 남아있습니까?.,17
냉장고 안에 깻잎 몇개 남아있습니까요?.,17
냉장고 안에 깻잎 몇개나 남아있어?.,17
냉장고 안에 깻잎 몇개나 남아있냐?.,17
냉장고 안에 깻잎 몇개나 남아있어요?.,17
냉장고 안에 깻잎 몇개나 남아있나요?.,17
냉장고 안에 깻잎 몇개나 남아있습니까?.,17
냉장고 안에 깻잎 몇개나 남아있습니까요?.,17
지금 냉장고 안에 깻잎 있어?.,17
지금 냉장고 안에 깻잎 있냐?.,17
지금 냉장고 안에 깻잎 있나?.,17
지금 냉장고 안에 깻잎 있어요?.,17
지금 냉장고 안에 깻잎 있나요?.,17
지금 냉장고 안에 깻잎 있습니까?.,17
지금 냉장고 안에 깻잎 있습니까요?.,17
지금 냉장고 안에 깻잎  몇개?.,17
지금 냉장고 안에 깻잎 몇개 있어?.,17
지금 냉장고 안에 깻잎 몇개 있냐?.,17
지금 냉장고 안에 깻잎 몇개 있나?.,17
지금 냉장고 안에 깻잎 몇개 있어요?.,17
지금 냉장고 안에 깻잎 몇개 있나요?.,17
지금 냉장고 안에 깻잎 몇개 있습니까?.,17
지금 냉장고 안에 깻잎 몇개 있습니까요?.,17
지금 냉장고 안에 깻잎 몇개나 있어?.,17
지금 냉장고 안에 깻잎 몇개나 있냐?.,17
지금 냉장고 안에 깻잎 몇개나 있나?.,17
지금 냉장고 안에 깻잎 몇개나 있어요?.,17
